phone_whatsapp,wa_verified,school_name,city,country,segment,lpr_name,lpr_instagram,school_instagram,website,lpr_status,hook,source_url,source,branches,google_rating,google_reviews,ig_followers,runs_ads,scale_score,tier,extra_phones
+77074835513,false,People Study,Петропавловск,KZ,ielts,,,,,C,,https://petropavlovsk-kz.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77027274854,false,My school english,Петропавловск,KZ,ielts,,,,,C,,https://petropavlovsk-kz.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,+77015164279
+77013901212,false,Языковая академия,Петропавловск,KZ,ielts,,,,,C,,https://petropavlovsk-kz.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77478838489,false,Sapsan,Петропавловск,KZ,ielts,,,,,C,,https://petropavlovsk-kz.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,+77787155000
+77712025625,true,EnglArt,Семей,KZ,ielts,,,,,C,,https://taplink.cc/englart_studio,wa_link,,,,,no,0,base,
+77772070877,false,Polyglot,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,+77052549008
+77471492557,false,Language Land,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77787886458,false,Intellectual,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,+77075886458
+77776776460,false,Natije,Семей,KZ,ielts,,,,,C,,https://semei.spravker.ru/kluby-dlia-detei-i-podrostkov/natije-2.htm,site_text,,,,,no,0,base,
+77716247555,false,Supreme,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,+77005016555
+77712527616,false,Tolmach,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77471492393,false,Win Win,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77056023182,false,Lingua Town,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77077568313,false,Erudit Group,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,+77084672705
+77789292083,false,English Base,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77054441272,false,Samukova ELT,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77055018363,false,English Language Centre,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,+77751707020
+77779844494,false,High Five,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77057611782,false,Skyrocket,Семей,KZ,ielts,,,,,C,,https://semej.jsprav.ru/izuchenie-anglijskogo-yazyika/,catalog,,,,,no,0,base,
+77770602290,false,English Time,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77073411031
+77774263220,false,Andas,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77774508487;+77774511099;+77774509630;+77774513781
+77479974748,false,Dana,Уральск,KZ,ielts,,,,,C,учебный центр Dana в Уральске,https://uralsk.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,,,,,no,0,base,+77771120304;+77771120364
+77789973433,false,Advance,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77027221264
+77027221702,false,Global,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77073411031,false,English Time (Курмангазы),Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77028036202,false,Inspire International,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77474030219,false,Лингво,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77023457996,false,Англичанка,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77772121487,true,Centro Lingvo,Уральск,KZ,ielts,,,@centre.lingvo,https://centerlingvo.kz,C,,https://centerlingvo.kz/contact/,wa_link,,,,,no,0,base,
+77054443366,false,Кенгуру,Уральск,KZ,ielts,,,,,C,,https://kz.orgpage.ru/uralsk/kursy-angliyskogo-yazyka/,catalog,,,,,no,0,base,
+77717312282,false,Language Link,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77058303577,false,Altynsarin,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77058097891,false,Alfavit,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,+77471187892
+77475926887,false,Step by Step,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,+77079878550
+77077954723,false,Bolashak,Уральск,KZ,ielts,,,@bolashak.oral,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77056382833,false,Центр изучения языков,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77479857312,false,Soile,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,+77478990426
+77058308938,false,Tagylym,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,+77077049001
+77073605236,false,Qadam,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,+77777807696
+77051429599,false,London,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77771566606,false,Lovenglish,Уральск,KZ,ielts,,,,,C,,https://uralsk.spravker.ru/shkoly-inostrannykh-iazykov/,catalog,,,,,no,0,base,
+77713027766,false,Avalon studio,Усть-Каменогорск,KZ,ielts,,,,,C,Школа иностранных языков,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77003027766
+77055020051,false,Академия Успеха,Усть-Каменогорск,KZ,ielts,,,,http://akademus.kz/,C,Детский образовательный центр,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77764307272,false,English-Club,Усть-Каменогорск,KZ,ielts,,,,https://eclub.kz.ru/,C,,https://yk.kz/abcinfo/cz/czentryi-detskogo-tvorchestva/2/,catalog,,,,,no,0,base,
+77783700145,false,Lingua Hub,Шымкент,KZ,ielts,,,,,C,,https://shymkent.spravker.ru/obuchenie-za-rubezhom/,catalog,,,,,no,0,base,
+77024466640,false,Newton,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/study/ent,tel_link,,,,,no,0,base,
+77028389079,false,Arhimed,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/study/ent,tel_link,,,,,no,0,base,+77056636578
+77252534374,false,ESL,Шымкент,KZ,ielts,,,,,C,,https://vera.kz/top-9-kursov-dlya-podgotovki-k-ent-v-shymkente/,site_text,,,,,no,0,base,
+77027970505,false,Perfect English,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/study/podgotovka-ktl-nish-nu-sdu-aristan-muit,tel_link,,,,,no,0,base,
+77017056655,false,Ziyatker Bilim,Шымкент,KZ,ielts,,,,https://ziyatkerbilim.kz,C,,https://kursy-shymkent.kz/course/study/podgotovka-ktl-nish-nu-sdu-aristan-muit,tel_link,,,,,no,0,base,+77763263366
+77057200014,false,Лингвистическая школа Татьяны Губайдуллиной,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/study/podgotovka-ktl-nish-nu-sdu-aristan-muit,tel_link,,,,,no,0,base,
+77784577386,false,Be Smart,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77252420176,false,Crystal Study Group,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,+77017770308
+77054830493,false,Easy Communication,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77026443472,false,English Easy and Unique,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77252211611,false,Excelsia,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77027107995,false,Fokus,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77252290463,false,Forward,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77072856601,false,Hopkins,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77017545415,false,IMA Shymkent,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77058039508,false,LINGUS,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,+77017825338
+77787079781,false,Lucky Line,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77474793640,false,Neo Anyway,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,+77754107923
+77017545451,false,Revolution,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77000822204,false,Struna,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77052044759,false,Angliyskiy detyam,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77012398519,false,Angliyskiy dlya shkolnikov,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77477122975,false,Poliglot,Шымкент,KZ,ielts,,,,,C,,https://kursy-shymkent.kz/course/foreign/%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9,catalog,,,,,no,0,base,
+77023979949,false,Parasat,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77087771968
+77753804620,false,Uzdik Education,Актау,KZ,ent,,,,,C,,https://www.inaktau.kz/catalog/index/860956,catalog,,,,,no,0,base,
+77051040048,false,Oqu,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77476447152,false,Nurdana,Актау,KZ,ent,,,@nurdana.education,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77010799919,false,Ел-Мура,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77011704037,false,Алғыс-Ақтау,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77715450557,false,Aktau Smarts,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77784000277,false,Студия Знаний,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77013014838,false,SaHat,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77026499951,false,Алтын гасыр,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77759227915,false,IQ,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77025822818,false,Шамшырақ,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77053629316,false,Mursalim Genius,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77713171750,false,Ozat,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77075553004,false,Success,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77755277222,false,Agsa,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77013214800,false,Зияткер,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77029313719,false,Әліппе+,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77759316645,false,Nurzira,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77011588577,false,Guarantee,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77773030059,false,Talap Academy,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77477121729,false,Smg Education,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77788207130,false,Gasyr Foundation school,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77013333328,false,Кемел,Актау,KZ,ent,,,,,C,,https://aktau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77132736308,false,РиМ,Актобе,KZ,ent,,,,,C,,https://aktobe.iseducate.ru/uchebnye-tsentry/,tel_link,,,,,no,0,base,
+77132711722,false,Damu,Актобе,KZ,ent,,,,,C,,https://aktobe.iseducate.ru/uchebnye-tsentry/,tel_link,,,,,no,0,base,
+77132560439,false,Мугалим,Актобе,KZ,ent,,,,,C,,https://aktobe.iseducate.ru/uchebnye-tsentry/,tel_link,,,,,no,0,base,
+77016157015,false,Matesha.Online,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77753500196,false,Ucheniki.kz,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77478112105,false,Excellent+,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77015114594,false,Keleshek Perspectives,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77024998634,false,Advance,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77010182022,false,Zerdeli,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,+77756082022
+77479494941,false,Damu Academy,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77084714346,false,Bolashaq,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77028993811,false,Learning,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,+77078815850
+77016176392,false,Umit Education,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,+77750325169
+77072736320,false,Crown,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77027286446,false,Knowell,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77777602676,false,Victory,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77023540061,false,Hogwarts,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,
+77053983186,false,Болашак,Актобе,KZ,ent,,,,,C,,https://aktobe.spravker.ru/uchebnyie-tsentryi/,site_text,,,,,no,0,base,+77059702785
+77073234526,false,Astana Education Center,Астана,KZ,ent,,@makhsud_kurvanbayev,,https://eduastana.kz,C,"подготовка к ЕНТ, КТА, SAT, программирование и робототехника",https://eduastana.kz/,site_text,,,,,no,0,base,
+77472314031,false,Alem Study,Астана,KZ,ent,,,@alemstudy_kz,,C,,https://the-steppe.com/razvitie/podgotovka-k-ent-10-obrazovatelnyh-centrov-v-kazahstane,catalog,,,,,no,0,base,
+77755007775,false,Bilim Park,Астана,KZ,ent,,,,,C,,https://kursy-astana.kz/course/study/ent,catalog,,,,,no,0,base,+77074005015;+77053951818
+77004545454,true,Кайнар,Атырау,KZ,ent,,,@kainar_school_atyrau,https://kainar.school,C,,https://kainar.school/,wa_link,,,,,no,0,base,+77789305750
+77751200500,true,PROGRESS,Атырау,KZ,ent,,,@progress_center_atyrau,https://progress-center.kz,C,,https://progress-center.kz/,wa_link,,,,,no,0,base,
+77754702610,true,А5,Атырау,KZ,ent,,,,,C,,https://a5-atyrau.orgs.biz/,wa_link,,,,,no,0,base,+77785421743
+77015552666,false,Entellekto,Атырау,KZ,ent,,,,,C,,https://atyrau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77010422121
+77756323155,false,Логарифм,Атырау,KZ,ent,,,,,C,,https://atyrau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77759908521
+77054773956,false,Sapa school,Атырау,KZ,ent,,,,,C,,https://atyrau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77013935724,false,Smart Learning,Атырау,KZ,ent,,,,,C,,https://atyrau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77021117200,false,Premium Education,Атырау,KZ,ent,,,,,C,,https://atyrau.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+996500189132,false,НОВА,Бишкек,KG,ent,,,,https://nova.kg,C,,https://nova.kg/,site_text,,,,,no,0,base,
+77006803265,false,Let's Study,Караганда,KZ,ent,,,@letsstudy_krg,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77776880055,false,Рукавичка,Караганда,KZ,ent,,,@rukavichka.kz,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,4222,no,0,base,+77774030877;+77005012277
+77780787378,false,Samga Academy,Караганда,KZ,ent,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77758700523
+77754446567,true,Островок,Костанай,KZ,ent,,,@ostrovok.kostanay,,C,"подготовка к гимназии и школе, скорочтение, языки и шахматы в Костанае",http://ostrovok.kostanay.tilda.ws/,wa_link,,,,,no,0,base,+77752772077
+77056374743,false,Ирис,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77001400505,false,РЦТ №13 Ustudy,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77051626274,false,Курсор,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77055009841,false,Soteria,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77003140012,false,314kz,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77473938123,false,Bilimger,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77022021943,false,Lavanda,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77055305970,false,Ustudy Education,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77071774032,false,Ziyatker innovative school,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77012211230,false,Аманат,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77053924015,false,Daryn,Кызылорда,KZ,ent,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+996778644580,true,СУВК имени Профессора Джолдубаева,Ош,KG,ent,,,,,C,,https://mektep.pro/profile:1561/?hl=ru,wa_link,,,,,no,0,base,
+996772527241,false,Светоч,Ош,KG,ent,,,,,C,,https://mektep24.kg/ru/about/osh/schools.html,site_text,,,,,no,0,base,
+996552117959,false,Ош Билим Ордо,Ош,KG,ent,,,,,C,,https://mektep24.kg/ru/about/osh/schools.html,site_text,,,,,no,0,base,
+996322231154,false,Лицей имени Курманжан Датки,Ош,KG,ent,,,,,C,,https://mektep24.kg/ru/about/osh/schools.html,site_text,,,,,no,0,base,
+77089405102,false,Умка,Павлодар,KZ,ent,,,,https://umka-rc.kz,C,"репетиторский центр, подготовка к школе",https://mestam.info/kz/pavlodar/mesto/639012-umka-akademika-margulana-115-2-etaj,tel_link,,,,,no,0,base,+77475383699;+77182618791
+77779380919,true,Wisefil,Павлодар,KZ,ent,,,,,C,,https://taplink.cc/wisefil,wa_link,,,,,no,0,base,
+77182611304,false,Репетиторский центр Мустафа,Павлодар,KZ,ent,,,,,C,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,,,,,no,0,base,
+77056115154,false,Best Work-PV,Павлодар,KZ,ent,,,,,C,,https://pavlodar.jsprav.ru/obrazovatelnyie-tsentryi/,site_text,,,,,no,0,base,
+77711697788,false,Умка,Петропавловск,KZ,ent,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77716582554
+77051927993,false,Всезнайка,Петропавловск,KZ,ent,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77774176645
+77070371747,false,Пишичитайка,Петропавловск,KZ,ent,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77077691949,true,OZAT Education,Тараз,KZ,ent,,,@ozat_education,https://ozat-education.kz,C,,https://ozat-education.kz/,wa_link,,,,,no,0,base,
+77054444141,false,Интеллект,Уральск,KZ,ent,,,,https://uc-intellect.kz,C,,https://mestam.info/kz/uralsk-11092/mesto/4577017-intellekt-aitalieva-4,tel_link,,,,,no,0,base,
+77774249923,false,Юланил,Уральск,KZ,ent,,,@yulanil_uralsk,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77057231505
+77788880005,false,Bilim,Уральск,KZ,ent,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77769163991,false,IQ,Уральск,KZ,ent,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77785307170,false,НурБолашак,Уральск,KZ,ent,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77052166365,false,Samga,Уральск,KZ,ent,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77021875547
+77058889121,false,Basqar,Уральск,KZ,ent,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77023303322,false,Тілек,Уральск,KZ,ent,,,,,C,,https://uralsk.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
